N,geocode.b,geocode.bg,geocode.t,idnum,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geocode.b1,geocode.b2,geocode.b3,geocode.bg1,geocode.bg2,geocode.bg3,transit.dist.1,transit.dist.2,transit.dist.3,transit.score1,transit.score2,transit.score3,transit.score.std,prc.latino.std,dens.cvap.std,prc.asian.std,prc.AmInd.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens.poll.std,dens.work.std,popDens.std,final_composite_score,droppoff_score,geometry,cost_adjustment
597,6.07e+13,60670081381,6067008138,3778,-121.2758811,38.667395,6,67,8138,1002,6.07e+13,Block 1002,G5040,U,77068.0,U,S,148225,0,38.6698515,-121.2761132,6.07e+13,6.07e+13,6.07e+13,60670081381,60670081383,60670081381,0.234797834,0.204551095,0.21175683,1.0,1.0,1.0,0.65110576,0.813291139,0.373417722,0.085443038,0.926282051,0.341772152,0.629746835,0.446202532,0.620253165,0.287974684,0.596703297,0.601265823,0.102197802,0.941694169,0.823786116,0.119486299,0.155562248,POINT (-121.2758811 38.667395),1.25
619,6.07e+13,60670082032,6067008203,3901,-121.2301021,38.68226352,6,67,8203,2021,6.07e+13,Block 2021,G5040,U,77068.0,U,S,300629,0,38.6821785,-121.2280577,6.07e+13,6.07e+13,6.07e+13,60670082032,60670082032,60670082032,0.23598456,0.247811633,0.311446067,0.25,0.25,1.0,0.795242261,0.079113924,0.743670886,0.25,0.814102564,0.088607595,0.063291139,0.566455696,0.541139241,0.547468354,0.330769231,0.221518987,0.982417582,0.768976898,0.31350321,0.135843789,0.149134928,POINT (-121.2301021 38.68226352),1.25
629,6.07e+13,60670082072,6067008207,3786,-121.2022522,38.66814746,6,67,8207,2001,6.07e+13,Block 2001,G5040,U,77068.0,U,S,27152,0,38.6687993,-121.2016859,6.07e+13,6.07e+13,6.07e+13,60670082072,60670082072,60670082072,0.331392342,0.334447712,0.336806128,1.0,1.0,1.0,1.002646182,0.012658228,0.607594937,0.063291139,0.628205128,0.085443038,0.060126582,0.14556962,0.810126582,0.518987342,0.736263736,0.246835443,0.287912088,0.265126513,0.447933387,0.063034219,0.077844346,POINT (-121.2022522 38.66814746),2.0
643,6.07e+13,60670082103,6067008210,3966,-121.1749833,38.69000778,6,67,8210,3018,6.07e+13,Block 3018,G5040,U,77068.0,U,S,47699,0,38.6888683,-121.1757357,6.07e+13,6.07e+13,6.07e+13,60670082103,60670082103,60670082103,0.640242169,0.854759121,0.865491183,1.0,1.0,1.0,0.0,0.03164557,0.89556962,0.148734177,0.605769231,0.224683544,0.022151899,0.07278481,0.193037975,0.272151899,0.057142857,0.208860759,0.361538462,0.438943894,0.301514848,0.057768257,0.070299903,POINT (-121.1749833 38.69000778),2.0
678,6.07e+13,60670085062,6067008506,3852,-121.1379363,38.67596576,6,67,8506,2001,6.07e+13,Block 2001,G5040,U,77068.0,U,S,413423,0,38.6728757,-121.1426985,6.07e+13,6.07e+13,6.07e+13,60670084023,60670085013,60670085013,0.054792945,0.115849361,0.240802059,0.25,0.25,1.0,0.411444365,0.050632911,0.085443038,0.905063291,0.669871795,0.212025316,0.389240506,0.189873418,0.079113924,0.863924051,0.030769231,0.971518987,0.048351648,0.907590759,0.450943018,0.081888441,0.14017958,POINT (-121.1379363 38.67596576),2.0
697,6.07e+13,60670085101,6067008510,3738,-121.1101064,38.66182857,6,67,8510,1007,6.07e+13,Block 1007,G5040,U,77068.0,U,S,42375,0,38.6629381,-121.1092598,6.07e+13,6.07e+13,6.07e+13,60670085101,60670085101,60670085101,0.210147422,0.227827396,0.491396604,0.25,0.25,0.25,0.929371422,0.132911392,0.550632911,0.506329114,0.019230769,0.170886076,0.123417722,0.212025316,0.101265823,0.03164557,0.278021978,0.034810127,0.979120879,0.783278328,0.375200642,0.091595354,0.093683962,POINT (-121.1101064 38.66182857),2.0
709,6.07e+13,60670086003,6067008600,2491,-121.0984508,38.49639394,6,67,8600,3012,6.07e+13,Block 3012,G5040,U,73342.0,C,S,6691542,0,38.5041081,-121.0770492,6.07e+13,6.07e+13,6.07e+13,60670086001,60670086001,60670086002,7.231609706,7.249186952,7.686189628,1.0,0.75,0.75,0.0,0.098101266,0.96835443,0.107594937,0.788461538,0.063291139,0.414556962,0.778481013,0.259493671,0.183544304,0.232967033,0.047468354,0.964835165,0.445544554,0.255969101,0.125295173,0.128143274,POINT (-121.0984508 38.49639394),1.25
710,6.07e+13,60670087021,6067008702,3499,-121.2476648,38.63170024,6,67,8702,1008,6.07e+13,Block 1008,G5040,U,77068.0,U,S,1255346,0,38.6317675,-121.2450415,6.07e+13,6.07e+13,6.07e+13,60670087022,60670087022,60670087021,1.022867799,1.152701458,1.211171007,1.0,1.0,1.0,0.0,0.0,0.284810127,0.455696203,0.083333333,0.018987342,0.335443038,0.772151899,0.056962025,0.060126582,0.01978022,0.012658228,0.765934066,0.441144114,0.299458266,0.097031993,0.097791487,POINT (-121.2476648 38.63170024),2.0
720,6.07e+13,60670087033,6067008703,3502,-121.2200674,38.63198123,6,67,8703,3019,6.07e+13,Block 3019,G5040,U,77068.0,U,S,95512,0,38.6312052,-121.2217133,6.07e+13,6.07e+13,6.07e+13,60670087033,60670087033,60670087033,0.18711584,0.413591955,0.462980243,0.25,1.0,1.0,1.063688037,0.037974684,0.620253165,0.737341772,0.538461538,0.034810127,0.506329114,0.113924051,0.481012658,0.541139241,0.065934066,0.0,0.930769231,0.96809681,0.773525281,0.09951704,0.09951704,POINT (-121.2200674 38.63198123),2.0
724,6.07e+13,60670087051,6067008705,2870,-121.2370253,38.54543849,6,67,8705,1023,6.07e+13,Block 1023,G5040,U,77068.0,U,S,81729,0,38.5466506,-121.2369038,6.07e+13,6.07e+13,6.07e+13,60670087051,60670087051,60670087051,0.117103945,0.197613685,0.437848047,0.75,1.0,0.75,0.752565677,0.338607595,0.784810127,0.787974684,0.782051282,0.199367089,0.455696203,0.158227848,0.117088608,0.034810127,0.320879121,0.379746835,0.997802198,0.922992299,0.541081461,0.103728891,0.126513701,POINT (-121.2370253 38.54543849),2.0
735,6.07e+13,60670088012,6067008801,2865,-121.2829672,38.54496028,6,67,8801,2027,6.07e+13,Block 2027,G5040,U,77068.0,U,S,21646,0,38.5438318,-121.2836065,6.07e+13,6.07e+13,6.07e+13,60670088012,60670088012,60670088012,1.606594873,1.68013242,1.691674945,1.0,0.5,0.5,0.0,0.224683544,0.405063291,0.651898734,0.865384615,0.234177215,0.484177215,0.5,0.370253165,0.67721519,0.650549451,0.284810127,0.98021978,0.456545655,0.815258828,0.156977744,0.174066351,POINT (-121.2829672 38.54496028),1.0
736,6.07e+13,60670089051,6067008905,3277,-121.2931582,38.60243264,6,67,8905,1011,6.07e+13,Block 1011,G5040,U,77068.0,U,S,20103,0,38.6016701,-121.2939339,6.07e+13,6.07e+13,6.07e+13,60670089051,60670089051,60670089051,0.32689877,0.318027446,0.384165772,1.0,1.0,1.0,1.029091988,0.439873418,0.642405063,0.110759494,0.567307692,0.617088608,0.528481013,0.32278481,0.708860759,0.433544304,0.856043956,0.816455696,0.698901099,0.083608361,0.46288122,0.150731534,0.199718876,POINT (-121.2931582 38.60243264),1.0
747,6.07e+13,60670089102,6067008910,3172,-121.3112946,38.58784237,6,67,8910,2017,6.07e+13,Block 2017,G5040,U,77068.0,U,S,24374,0,38.5874805,-121.3115288,6.07e+13,6.07e+13,6.07e+13,60670089102,60670089102,60670089102,0.165637867,0.201888565,0.206889507,1.0,1.0,1.0,0.574415939,0.756329114,0.278481013,0.268987342,0.769230769,0.291139241,0.768987342,0.481012658,0.639240506,0.449367089,0.37032967,0.382911392,0.697802198,0.408140814,0.933687801,0.160539018,0.183513701,POINT (-121.3112946 38.58784237),1.0
786,6.07e+13,60670091083,6067009108,2910,-121.3474155,38.55145765,6,67,9108,3003,6.07e+13,Block 3003,G5040,U,77068.0,U,S,47881,0,38.552035,-121.3470853,6.07e+13,6.07e+13,6.07e+13,60670091083,60670091083,60670091083,0.29627984,0.349749371,0.367974043,1.0,1.0,1.0,1.014003254,0.39556962,0.382911392,0.325949367,0.08974359,0.357594937,0.518987342,0.297468354,0.575949367,0.363924051,0.468131868,0.180379747,0.545054945,0.424642464,0.588282504,0.117576714,0.128399499,POINT (-121.3474155 38.55145765),1.25
810,6.07e+13,60670093083,6067009308,1851,-121.372455,38.41442284,6,67,9308,3005,6.07e+13,Block 3005,G5040,U,77068.0,U,S,230545,0,38.4120781,-121.373864,6.07e+13,6.07e+13,6.07e+13,60670093071,60670093083,60670093083,3.414190151,3.427809561,3.550774137,1.0,1.0,1.0,0.0,0.610759494,0.879746835,0.262658228,0.705128205,0.490506329,0.082278481,0.313291139,0.958860759,0.658227848,0.549450549,0.370253165,0.715384615,0.944994499,0.334570626,0.167290166,0.189505355,POINT (-121.372455 38.41442284),0.75
816,6.07e+13,60670093103,6067009310,1688,-121.3628873,38.39293881,6,67,9310,3004,6.07e+13,Block 3004,G5040,U,77068.0,U,S,28663,0,38.3933086,-121.3626381,6.07e+13,6.07e+13,6.07e+13,60670093103,60670093104,60670093103,4.965224787,4.974422411,5.10390091,1.0,1.0,1.0,0.0,0.579113924,0.933544304,0.515822785,0.599358974,0.528481013,0.405063291,0.759493671,0.509493671,0.443037975,0.761538462,0.215189873,0.859340659,0.797579758,0.850421348,0.190168034,0.203079427,POINT (-121.3628873 38.39293881),0.75
825,6.07e+13,60670093122,6067009312,2180,-121.3548973,38.45780581,6,67,9312,2007,6.07e+13,Block 2007,G5040,U,77068.0,U,S,118709,0,38.459266,-121.3564175,6.07e+13,6.07e+13,6.07e+13,60670093123,60670093122,60670093122,2.056346215,2.082523188,2.183428591,1.0,1.0,1.0,0.0,0.522151899,0.825949367,0.958860759,0.298076923,0.370253165,0.825949367,0.287974684,0.205696203,0.367088608,0.105494505,0.351265823,0.950549451,0.750275028,0.578200241,0.149881068,0.170957018,POINT (-121.3548973 38.45780581),1.0
832,6.07e+13,60670093171,6067009317,2177,-121.3824295,38.45749414,6,67,9317,1016,6.07e+13,Block 1016,G5040,U,77068.0,U,S,136476,0,38.4553816,-121.3804649,6.07e+13,6.07e+13,6.07e+13,60670093171,60670093212,60670093173,0.891041163,0.933463064,1.149410575,1.0,1.0,1.0,0.0,0.661392405,0.803797468,0.844936709,0.317307692,0.629746835,0.623417722,0.401898734,0.420886076,0.28164557,0.557142857,0.458860759,0.816483516,0.301430143,0.320024077,0.167470024,0.195001669,POINT (-121.3824295 38.45749414),0.75
844,6.07e+13,60670093202,6067009320,2228,-121.4009198,38.46447886,6,67,9320,2001,6.07e+13,Block 2001,G5040,U,77068.0,U,S,22127,0,38.4645496,-121.4014192,6.07e+13,6.07e+13,6.07e+13,60670093202,60670093191,60670093191,0.419331914,0.477174988,0.425014461,1.0,1.0,1.0,1.321521363,0.753164557,0.417721519,0.965189873,0.03525641,0.553797468,0.89556962,0.642405063,0.363924051,0.680379747,0.261538462,0.594936709,0.440659341,0.448844884,0.6035313,0.184224371,0.219920573,POINT (-121.4009198 38.46447886),0.75
861,6.07e+13,60670093232,6067009323,2016,-121.4003775,38.43569499,6,67,9323,2016,6.07e+13,Block 2016,G5040,U,77068.0,U,S,33718,0,38.4366646,-121.4004481,6.07e+13,6.07e+13,6.07e+13,60670093232,60670096392,60670093232,1.463914689,1.473943321,1.378993288,1.0,1.0,1.0,0.0,0.310126582,0.724683544,0.841772152,0.461538462,0.148734177,0.310126582,0.037974684,0.253164557,0.050632911,0.256043956,0.075949367,0.928571429,0.686468647,0.0,0.088562387,0.093119349,POINT (-121.4003775 38.43569499),2.0
866,6.07e+13,60670093301,6067009330,2292,-121.3184425,38.47260377,6,67,9330,1017,6.07e+13,Block 1017,G5040,U,77068.0,U,S,42111,0,38.473255,-121.3191698,6.07e+13,6.07e+13,6.07e+13,60670093301,60670093301,60670093301,3.887197733,3.891044872,3.895597423,1.0,1.0,1.0,0.0,0.373417722,0.344936709,0.936708861,0.272435897,0.284810127,0.591772152,0.117088608,0.401898734,0.028481013,0.385714286,0.39556962,0.986813187,0.380638064,0.829353933,0.107436639,0.131170817,POINT (-121.3184425 38.47260377),2.0
869,6.07e+13,60670093313,6067009331,1854,-121.3449386,38.41473223,6,67,9331,3023,6.07e+13,Block 3023,G5040,U,77068.0,U,S,31935,0,38.4150796,-121.3451859,6.07e+13,6.07e+13,6.07e+13,60670093313,60670093311,60670093313,4.474561813,4.515853847,4.360071378,1.0,1.0,1.0,0.0,0.268987342,0.952531646,0.901898734,0.403846154,0.367088608,0.446202532,0.155063291,0.183544304,0.170886076,0.318681319,0.547468354,0.942857143,0.413641364,0.893208266,0.114292948,0.147141049,POINT (-121.3449386 38.41473223),1.25
874,6.07e+13,60670094042,6067009404,1754,-121.2529733,38.40132616,6,67,9404,2012,6.07e+13,Block 2012,G5040,R,,,S,406813,0,38.4004844,-121.2511844,6.07e+13,6.07e+13,6.07e+13,60670094042,60670094031,60670094042,8.670966624,9.191536305,9.574030572,1.0,0.75,0.75,0.0,0.262658228,0.841772152,0.151898734,0.833333333,0.215189873,0.085443038,0.316455696,0.636075949,0.085443038,0.157142857,0.056962025,0.807692308,0.509350935,0.0,0.101246349,0.10466407,POINT (-121.2529733 38.40132616),2.0
881,6.07e+13,60670094073,6067009407,804,-121.2876627,38.2858047,6,67,9407,3025,6.07e+13,Block 3025,G5040,U,32451.0,C,S,225869,0,38.2854387,-121.2850689,6.07e+13,6.07e+13,6.07e+13,60670094073,60670094073,60670094073,13.4241735,13.43419853,13.5622847,1.0,1.0,1.0,0.0,0.930379747,0.996835443,0.275316456,0.25,0.398734177,0.537974684,0.351265823,0.357594937,0.120253165,0.382417582,0.490506329,0.995604396,0.658965897,0.350521669,0.167774238,0.197204618,POINT (-121.2876627 38.2858047),0.75
892,6.07e+13,60670095041,6067009504,544,-121.305345,38.24962847,6,67,9504,1044,6.07e+13,Block 1044,G5040,U,32451.0,C,S,25297,0,38.2506099,-121.3053518,6.07e+13,6.07e+13,6.07e+13,60670095024,60670095041,60670095041,15.30884649,15.15668436,15.31009498,1.0,1.0,1.0,0.0,0.933544304,0.03164557,0.025316456,0.150641026,0.509493671,0.566455696,0.667721519,0.598101266,0.693037975,0.183516484,0.75,0.613186813,0.897689769,0.0,0.205019057,0.250019057,POINT (-121.305345 38.24962847),0.5
910,6.07e+13,60670096101,6067009610,2172,-121.4283161,38.45696076,6,67,9610,1002,6.07e+13,Block 1002,G5040,U,77068.0,U,S,65649,0,38.458971,-121.4331068,6.07e+13,6.07e+13,6.07e+13,60670096101,60670096101,60670096101,0.011358291,0.023466172,0.124175945,1.0,1.0,1.0,0.159000407,0.787974684,0.715189873,0.816455696,0.256410256,0.411392405,0.924050633,0.547468354,0.674050633,0.414556962,0.972527473,0.756329114,0.404395604,0.229922992,0.738111958,0.153947281,0.199327027,POINT (-121.4283161 38.45696076),1.0
918,6.07e+13,60670096151,6067009615,2012,-121.437076,38.43526423,6,67,9615,1000,6.07e+13,Block 1000,G5040,U,77068.0,U,S,45228,0,38.4352517,-121.4370509,6.07e+13,6.07e+13,6.07e+13,60670096151,60670096151,60670096141,1.30581696,1.327436831,1.430364137,1.0,1.0,1.0,0.0,0.686708861,0.971518987,0.664556962,0.060897436,0.452531646,0.556962025,0.205696203,0.39556962,0.275316456,0.293406593,0.310126582,0.463736264,0.04070407,0.302166934,0.125039366,0.143646961,POINT (-121.437076 38.43526423),1.25
930,6.07e+13,60670096181,6067009618,1898,-121.4551434,38.42065292,6,67,9618,1005,6.07e+13,Block 1005,G5040,U,77068.0,U,S,145424,0,38.4202916,-121.4548972,6.07e+13,6.07e+13,6.07e+13,60670096181,60670096181,60670096193,2.670163414,2.691424089,2.936306193,1.0,1.0,1.0,0.0,0.360759494,0.569620253,0.851265823,0.189102564,0.683544304,0.784810127,0.300632911,0.613924051,0.028481013,0.424175824,0.474683544,0.667032967,0.518151815,0.355286918,0.122427041,0.150908054,POINT (-121.4551434 38.42065292),1.25
935,6.07e+13,60670096191,6067009619,1895,-121.4826615,38.42031843,6,67,9619,1001,6.07e+13,Block 1001,G5040,U,77068.0,U,S,373337,0,38.4223503,-121.4834154,6.07e+13,6.07e+13,6.07e+13,60670096191,60670096191,60670096191,3.461808675,3.486690278,3.484706426,1.0,1.0,1.0,0.0,0.537974684,0.977848101,0.914556962,0.185897436,0.503164557,0.515822785,0.240506329,0.126582278,0.284810127,0.172527473,0.462025316,0.191208791,0.452145215,0.33201244,0.105459869,0.133181388,POINT (-121.4826615 38.42031843),2.0
950,6.07e+13,60670096323,6067009632,1791,-121.4181778,38.40669735,6,67,9632,3000,6.07e+13,Block 3000,G5040,U,77068.0,U,S,131587,0,38.4070977,-121.4194418,6.07e+13,6.07e+13,6.07e+13,60670096323,60670096323,60670096381,3.009652101,3.218982293,3.210582638,1.0,1.0,1.0,0.0,0.357594937,0.892405063,0.971518987,0.519230769,0.487341772,0.78164557,0.224683544,0.085443038,0.294303797,0.035164835,0.325949367,0.917582418,0.757975798,0.0,0.136890388,0.15644735,POINT (-121.4181778 38.40669735),1.25
959,6.07e+13,60670096363,6067009636,1733,-121.4455511,38.39917542,6,67,9636,3004,6.07e+13,Block 3004,G5040,U,77068.0,U,S,30940,0,38.3987053,-121.4453438,6.07e+13,6.07e+13,6.07e+13,60670096363,60670096363,60670096363,3.820890081,3.842253804,3.836242686,1.0,1.0,1.0,0.0,0.487341772,0.92721519,0.924050633,0.166666667,0.03164557,0.667721519,0.851265823,0.044303797,0.196202532,0.191208791,0.544303797,0.614285714,0.061606161,0.549458266,0.130844485,0.163502712,POINT (-121.4455511 38.39917542),1.25
964,6.07e+13,60670096372,6067009637,1626,-121.4269348,38.38500174,6,67,9637,2014,6.07e+13,Block 2014,G5040,U,77068.0,U,S,14714,0,38.3857507,-121.4268415,6.07e+13,6.07e+13,6.07e+13,60670096372,60670096372,60670096372,4.537205161,4.672354901,4.692100298,1.0,1.0,1.0,0.0,0.386075949,0.797468354,0.974683544,0.451923077,0.784810127,0.670886076,0.018987342,0.221518987,0.044303797,0.126373626,0.712025316,0.838461538,0.225522552,0.780547753,0.124358325,0.167079844,POINT (-121.4269348 38.38500174),1.25
983,6.07e+13,60670099003,6067009900,319,-121.6056384,38.16683039,6,67,9900,3017,6.07e+13,Block 3017,G5040,R,,,S,10235756,0,38.178963,-121.6195763,6.07e+13,6.07e+13,6.07e+13,60670098001,60670098001,60670098001,21.80012013,21.80785983,21.87444782,0.5,0.5,0.5,0.0,0.943037975,0.313291139,0.202531646,0.483974359,0.462025316,0.778481013,0.360759494,0.879746835,0.113924051,0.101098901,0.85443038,0.018681319,0.365236524,0.229885634,0.113905689,0.165171512,POINT (-121.6056384 38.16683039),1.25
