N,idnum,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score
317,3152,,-121.3731969,38.59001743,0.386560481,0.399095524,0.475390996,0.25,0.25,0.25,1.261047002,0.14556962,0.629746835,0.224683544,0.032051282,0.006329114,0.006329114,0.022151899,0.386075949,0.224683544,0.452747253,0,0.497735279,0.01980198,0.43062801,0.319061975,0.347884969,0.497735279,0.158808401
318,3259,,-121.3642231,38.60458624,0.387981446,0.404635075,0.441963206,1,1,1,1.234579728,0.193037975,0.838607595,0.208860759,0.397435897,0.14556962,0.101265823,0.110759494,0.306962025,0.389240506,0.59010989,0.142405063,0.404630096,0.532453245,0.402237159,0.438544073,0.453611449,0.404630096,0.17744813
319,3260,,-121.3549815,38.60468997,0.375352169,0.382522464,0.39767065,1,1,1,1.155545283,0.193037975,0.838607595,0.208860759,0.397435897,0.14556962,0.101265823,0.110759494,0.306962025,0.389240506,0.398901099,0.142405063,0.645193759,0.401540154,0.375200642,0.375942708,0.390783928,0.645193759,0.242555889
320,3206,,-121.3548494,38.59745774,0.133567863,0.141911115,0.215755548,0.25,0.25,0.25,0.491234527,0.193037975,0.838607595,0.208860759,0.397435897,0.14556962,0.101265823,0.110759494,0.306962025,0.389240506,0.358241758,0.142405063,0.785606442,0.609460946,0.42190008,0.38094518,0.377332927,0.785606442,0.299272988
321,3205,,-121.3640901,38.59735403,0.131741929,0.142870178,0.243021546,0.25,0.25,0.25,0.517633652,0.193037975,0.838607595,0.208860759,0.397435897,0.14556962,0.101265823,0.110759494,0.306962025,0.389240506,0.358241758,0.142405063,0.785606442,0.609460946,0.515900883,0.359621642,0.361935663,0.785606442,0.282521079
323,3154,,-121.3547174,38.59022553,0.3593099,0.36975247,0.39691035,0.25,0.25,0.25,1.12597272,0.044303797,0.46835443,0.272151899,0.355769231,0.297468354,0.10443038,0.028481013,0.129746835,0.348101266,0.301098901,0.022151899,0.787116256,0.778877888,0.347411717,0.359942638,0.369120282,0.787116256,0.283316701
324,3153,,-121.3639572,38.59012183,0.370474404,0.399495217,0.431823654,0.25,0.25,0.25,1.201793275,0.044303797,0.46835443,0.272151899,0.355769231,0.297468354,0.10443038,0.028481013,0.129746835,0.348101266,0.301098901,0.022151899,0.787116256,0.778877888,0.309640851,0.334135972,0.347569962,0.787116256,0.263003855
325,3103,,-121.3638242,38.58288965,0.870494243,0.894089486,0.902496859,0.25,0.25,0.25,0,0.044303797,0.46835443,0.272151899,0.355769231,0.297468354,0.10443038,0.028481013,0.129746835,0.348101266,0.301098901,0.022151899,0.787116256,0.778877888,0.316061396,0.226944238,0.221402517,0.787116256,0.178631499
327,3104,,-121.3545854,38.58299334,0.859466237,0.869601736,0.877005926,0.25,0.25,0.25,0,0.044303797,0.46835443,0.272151899,0.355769231,0.297468354,0.10443038,0.028481013,0.129746835,0.348101266,0.058241758,0.022151899,0.489682939,0.488448845,0.374147271,0.18931863,0.183475888,0.489682939,0.092706103
328,3155,,-121.3454776,38.59032853,0.362581009,0.381852913,0.399061595,0.25,0.25,0.25,1.143495517,0.009493671,0.158227848,0.449367089,0.448717949,0.003164557,0.170886076,0.794303797,0.503164557,0.506329114,0.089010989,0.009493671,0.494715652,0.518151815,0.359249599,0.348415855,0.36613058,0.494715652,0.172366777
330,3156,,-121.3362377,38.59043082,0.654589775,0.61873926,0.669825197,0.25,0.25,0.25,0,0.009493671,0.158227848,0.449367089,0.448717949,0.003164557,0.170886076,0.794303797,0.503164557,0.506329114,0.173626374,0.009493671,0.766482134,0.311331133,0.293689807,0.238226172,0.239261026,0.766482134,0.182596104
331,3105,,-121.3453464,38.58309632,0.861258545,0.882042676,0.870889902,0.25,0.25,0.25,0,0.009493671,0.158227848,0.449367089,0.448717949,0.003164557,0.170886076,0.794303797,0.503164557,0.506329114,0.173626374,0.009493671,0.766482134,0.311331133,0.391954254,0.259906499,0.260892641,0.766482134,0.199213688
332,3528,,-121.3648884,38.64074748,0.235013412,0.287672435,0.244457486,1,1,1,0.767143332,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.205494505,0.170886076,0.772018118,0.711771177,0.30863764,0.371474587,0.379302392,0.772018118,0.286785111
333,3530,,-121.3463961,38.64095432,0.521444136,0.649395196,0.554107747,1,1,1,0,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.251648352,0.170886076,0.658278812,0.645764576,0.27633427,0.29268601,0.289960706,0.658278812,0.192668999
335,3529,,-121.3556423,38.64085125,0.114129347,0.107098016,0.110333009,1,1,1,0.331560371,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.251648352,0.170886076,0.658278812,0.645764576,0.337078652,0.336324718,0.338769496,0.658278812,0.221395436
336,3476,,-121.3462648,38.63372203,0.502297321,0.51539308,0.593558406,1,1,1,0,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.147252747,0.170886076,0.918470055,0.894389439,0.316061396,0.327733911,0.318876182,0.918470055,0.301013784
337,3475,,-121.3555101,38.63361897,0.135501596,0.142965544,0.173146512,1,1,1,0.451613652,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.147252747,0.170886076,0.918470055,0.894389439,0.428972713,0.376753886,0.377057878,0.918470055,0.346037163
338,3474,,-121.3647553,38.63351521,0.033659504,0.038873377,0.209579175,1,1,1,0.282112055,0.063291139,0.936708861,0.370253165,0.182692308,0.037974684,0.003164557,0.060126582,0.784810127,0.46835443,0.147252747,0.170886076,0.918470055,0.894389439,0.455808587,0.34372052,0.344289819,0.918470055,0.315697005
342,3314,,-121.3551136,38.6119222,0.122048192,0.125014072,0.176027691,1,1,1,0.423089955,0.256329114,0.088607595,0.199367089,0.391025641,0.231012658,0.205696203,0.585443038,0.588607595,0.439873418,0.314285714,0.67721519,0.124811273,0.465346535,0.383978732,0.395411984,0.390813571,0.3,0.118623595
343,3313,,-121.3643561,38.61181847,0.112842391,0.119510496,0.250296517,1,1,1,0.482649404,0.075949367,0.64556962,0.050632911,0.28525641,0.047468354,0.227848101,0.493670886,0.952531646,0.515822785,0.457142857,0.101265823,0.363361852,0.645764576,0.380066212,0.405380657,0.421368008,0.363361852,0.147299866
344,3367,,-121.3644891,38.6190507,0.108064186,0.109187602,0.250953867,1,1,1,0.468205655,0.075949367,0.64556962,0.050632911,0.28525641,0.047468354,0.227848101,0.493670886,0.952531646,0.515822785,0.28021978,0.101265823,0.317060896,0.394939494,0.638342697,0.394962617,0.41406436,0.317060896,0.125227201
345,3421,,-121.3553779,38.6263867,0.158442418,0.168277147,0.23725846,1,1,1,0.563978025,0.075949367,0.64556962,0.050632911,0.28525641,0.047468354,0.227848101,0.493670886,0.952531646,0.515822785,0.095604396,0.101265823,0.290387519,0.03520352,0.365920947,0.35697664,0.371042376,0.3,0.107092992
346,3422,,-121.3461336,38.62648975,0.618815217,0.636609416,0.509720478,1,1,1,0,0.075949367,0.64556962,0.050632911,0.28525641,0.047468354,0.227848101,0.493670886,0.952531646,0.515822785,0.340659341,0.101265823,0.778560644,0.756875688,0.625601926,0.381996893,0.391330623,0.778560644,0.297407747
347,3368,,-121.3552457,38.61915444,0.109748842,0.119420448,0.253144017,1,1,1,0.482313307,0.075949367,0.64556962,0.050632911,0.28525641,0.047468354,0.227848101,0.493670886,0.952531646,0.515822785,0.340659341,0.101265823,0.778560644,0.756875688,0.389195425,0.40979289,0.422312097,0.778560644,0.319048617
348,3366,,-121.3737325,38.61894626,0.084836871,0.090086821,0.233802559,1,1,1,0.408726251,0.547468354,0.474683544,0.14556962,0.333333333,0.806962025,0.237341772,0.75,0.493670886,0.825949367,0.410989011,0.117088608,0.189229995,0.509350935,0.478982745,0.464231656,0.459954356,0.3,0.139269497
349,3365,,-121.3829758,38.6188411,0.035525879,0.076688737,0.082043431,1,1,1,0.194258047,0.547468354,0.474683544,0.14556962,0.333333333,0.806962025,0.237341772,0.75,0.493670886,0.825949367,0.706593407,0.117088608,0.260694514,0.623762376,0.93649679,0.522676552,0.525682084,0.3,0.156802966
351,3311,,-121.382841,38.61160889,0.052938042,0.079102321,0.09592578,1,1,1,0.227966143,0.547468354,0.474683544,0.14556962,0.333333333,0.806962025,0.237341772,0.75,0.493670886,0.825949367,0.548351648,0.117088608,0.300956215,0.764576458,0.733597512,0.499757518,0.496759955,0.300956215,0.150405131
352,3312,,-121.3735986,38.61171403,0.12114186,0.130560682,0.158974478,1,1,1,0.410677019,0.547468354,0.474683544,0.14556962,0.333333333,0.806962025,0.237341772,0.75,0.493670886,0.825949367,0.548351648,0.117088608,0.300956215,0.764576458,0.432132825,0.505473206,0.498544932,0.300956215,0.152125303
353,3473,,-121.3740004,38.63341074,0.330934709,0.341447012,0.397585873,1,1,1,1.069967594,0.329113924,0.474683544,0.287974684,0.153846154,0.401898734,0.582278481,0.825949367,0.455696203,0.89556962,0.420879121,0.623417722,0.604428787,0.633663366,0.387941413,0.570461273,0.571655339,0.604428787,0.344803215
354,3420,,-121.3646222,38.62628295,0.148858091,0.159527053,0.275025883,1,1,1,0.583411027,0.006329114,0.139240506,0.433544304,0.266025641,0.060126582,0.053797468,0.272151899,0.392405063,0.262658228,0.423076923,0.082278481,0.377956719,0.308030803,0.324087079,0.240162344,0.257406042,0.377956719,0.090770972
355,3419,,-121.3738664,38.62617849,0.160594004,0.172058351,0.27217251,1,1,1,0.604824866,0.006329114,0.139240506,0.433544304,0.266025641,0.060126582,0.053797468,0.272151899,0.392405063,0.262658228,0.423076923,0.082278481,0.377956719,0.308030803,0.509831461,0.283048095,0.30054161,0.377956719,0.106979929
356,3471,,-121.3924907,38.63319969,0.066963577,0.084251048,0.307717116,1,1,1,0.458931741,0.443037975,0.601265823,0.034810127,0.663461538,0.041139241,0.373417722,0.556962025,0.686708861,0.724683544,0.48021978,0.363924051,0.475088072,0.609460946,0.506219904,0.466426706,0.47218973,0.475088072,0.221593765
357,3417,,-121.3923549,38.62596746,0.486648997,0.505631074,0.561617377,1,1,1,0.243324499,0.443037975,0.601265823,0.034810127,0.663461538,0.041139241,0.373417722,0.556962025,0.686708861,0.724683544,0.48021978,0.363924051,0.475088072,0.609460946,0.455808587,0.465557835,0.464224799,0.475088072,0.221180974
358,3472,,-121.3832456,38.63330557,0.072988089,0.091738114,0.238519473,1,1,1,0.403245676,0.443037975,0.601265823,0.034810127,0.663461538,0.041139241,0.373417722,0.556962025,0.686708861,0.724683544,0.679120879,0.363924051,0.654252642,0.777777778,0.39065008,0.496692514,0.499421036,0.654252642,0.32496239
360,3418,,-121.3831107,38.62607333,0.047102025,0.057790694,0.139495089,1,1,1,0.244387809,0.443037975,0.601265823,0.034810127,0.663461538,0.041139241,0.373417722,0.556962025,0.686708861,0.724683544,0.679120879,0.363924051,0.654252642,0.777777778,0.31350321,0.456424449,0.457794685,0.654252642,0.298616902
361,3364,,-121.3922192,38.61873525,0.115642356,0.125086446,0.233745943,1,1,1,0.474474744,0.443037975,0.601265823,0.034810127,0.663461538,0.041139241,0.373417722,0.556962025,0.686708861,0.724683544,0.394505495,0.363924051,0.285354806,0.798679868,0.283758026,0.445963083,0.446358578,0.3,0.133788925
362,3309,,-121.4013258,38.61139649,0.013988699,0.064744529,0.070736048,1,1,1,0.149469277,0.57278481,0.338607595,0.03164557,0.717948718,0.64556962,0.117088608,0.588607595,0.721518987,0.981012658,0.204395604,0.582278481,0.317564167,0.665566557,0.692114767,0.489434784,0.47323094,0.317564167,0.15542695
363,3310,,-121.3920834,38.61150304,0.06183523,0.070739721,0.119899581,1,1,1,0.252474533,0.57278481,0.338607595,0.03164557,0.717948718,0.64556962,0.117088608,0.588607595,0.721518987,0.981012658,0.204395604,0.582278481,0.317564167,0.665566557,0.848715891,0.537007988,0.521888499,0.317564167,0.170534494
365,3416,,-121.4015991,38.62586089,0.041111207,0.080429649,0.089820792,1,1,1,0.211361648,0.82278481,0.686708861,0.411392405,0.653846154,0.243670886,0.522151899,0.987341772,0.712025316,0.936708861,0.262637363,0.174050633,0.358329139,0.734873487,0.870585875,0.555889264,0.554431552,0.358329139,0.199191321
366,3363,,-121.4014624,38.61862869,0.039781916,0.057444642,0.064592121,1,1,1,0.161818678,0.82278481,0.686708861,0.411392405,0.653846154,0.243670886,0.522151899,0.987341772,0.712025316,0.936708861,0.262637363,0.174050633,0.358329139,0.734873487,0.447933387,0.514980978,0.505848175,0.358329139,0.184532691
368,3308,,-121.4105682,38.61128924,0.045188857,0.044644125,0.2261088,1,1,1,0.315941781,0.82278481,0.686708861,0.411392405,0.653846154,0.243670886,0.522151899,0.987341772,0.712025316,0.936708861,0.41978022,0.174050633,0.471061902,0.700770077,0,0.556800016,0.538738423,0.471061902,0.262287275
369,3415,,-121.4108433,38.62575361,0.526711949,0.535525703,0.562540742,1,1,1,0,0.82278481,0.686708861,0.411392405,0.653846154,0.243670886,0.522151899,0.987341772,0.712025316,0.936708861,0.384615385,0.174050633,0.335681933,0.665566557,0.780547753,0.545241749,0.540255638,0.335681933,0.183027804
370,3362,,-121.4107057,38.61852142,0.038561297,0.043210765,0.196156806,1,1,1,0.277928868,0.82278481,0.686708861,0.411392405,0.653846154,0.243670886,0.522151899,0.987341772,0.712025316,0.936708861,0.384615385,0.174050633,0.335681933,0.665566557,0.48826244,0.562022211,0.554549722,0.335681933,0.188660702
371,3361,,-121.4199489,38.61841345,0.154194012,0.165157532,0.167716615,1,1,1,0.487068159,0.958860759,0.237341772,0.414556962,0.682692308,0.648734177,0.686708861,0.911392405,0.797468354,0.848101266,0.776923077,0.775316456,0.130850528,0.807480748,0.439606742,0.667294637,0.662142172,0.3,0.200188391
373,3307,,-121.4198105,38.61118128,0.034698727,0.037427048,0.174606977,1,1,1,0.246732752,0.958860759,0.237341772,0.414556962,0.682692308,0.648734177,0.686708861,0.911392405,0.797468354,0.848101266,0.010989011,0.775316456,0.106693508,0.673267327,0.964185393,0.612909068,0.601509007,0.3,0.18387272
374,3467,,-121.4294709,38.63276913,0.060995713,0.086241394,0.178712495,1,1,1,0.325949603,0.965189873,0.550632911,0.313291139,0.66025641,0.620253165,0.857594937,0.857594937,0.740506329,0.851265823,0.637362637,0.943037975,0.258178158,0.326732673,0,0.617843181,0.600161087,0.3,0.185352954
376,3414,,-121.4200874,38.62564563,0.353055476,0.351667429,0.348527548,1,1,1,1.053250453,0.965189873,0.550632911,0.313291139,0.66025641,0.620253165,0.857594937,0.857594937,0.740506329,0.851265823,0.81978022,0.943037975,0.26673377,0.429042904,0,0.706824813,0.702658222,0.3,0.212047444
377,3413,,-121.4293315,38.62553694,0.1159668,0.118880153,0.160610009,1,1,1,0.395456962,0.965189873,0.550632911,0.313291139,0.66025641,0.620253165,0.857594937,0.857594937,0.740506329,0.851265823,0.81978022,0.943037975,0.26673377,0.429042904,0.407353531,0.670630952,0.664205846,0.3,0.201189286
378,3360,,-121.4291921,38.61830477,0.190326397,0.192441046,0.295001747,1,1,1,0.67776919,0.965189873,0.550632911,0.313291139,0.66025641,0.620253165,0.857594937,0.857594937,0.740506329,0.851265823,0.89010989,0.943037975,0.126321087,0.856985699,0.243529294,0.714953273,0.708101687,0.3,0.214485982
379,3359,,-121.4384353,38.61819539,0.429437655,0.433777604,0.444253763,1,1,1,1.307469022,0.965189873,0.550632911,0.313291139,0.66025641,0.620253165,0.857594937,0.857594937,0.740506329,0.851265823,0.89010989,0.943037975,0.126321087,0.856985699,0.6035313,0.841099818,0.845284339,0.3,0.252329945
381,3523,,-121.4111185,38.64021804,0.207327168,0.239050041,0.297941415,1,1,1,0.744318624,0.870253165,0.382911392,0.537974684,0.570512821,0.379746835,0.772151899,0.775316456,0.756329114,0.585443038,0.785714286,0.433544304,0.24308002,0.767876788,0.67867175,0.667765115,0.680993835,0.3,0.200329535
382,3579,,-121.4205029,38.64734226,0.337467071,0.551636413,0.549741985,1,1,1,0.168733535,0.870253165,0.382911392,0.537974684,0.570512821,0.379746835,0.772151899,0.775316456,0.756329114,0.585443038,0.934065934,0.433544304,0.212883744,0.818481848,0.292887239,0.562084289,0.566503876,0.3,0.168625287
384,3522,,-121.4203644,38.64011004,0.257216463,0.281055196,0.305725789,1,1,1,0.843997449,0.870253165,0.382911392,0.537974684,0.570512821,0.379746835,0.772151899,0.775316456,0.756329114,0.585443038,0.934065934,0.433544304,0.212883744,0.818481848,0.442465891,0.638715281,0.65589548,0.3,0.191614584
385,3468,,-121.4202259,38.63287783,0.256979395,0.264759253,0.306547635,1,1,1,0.828286283,0.870253165,0.382911392,0.537974684,0.570512821,0.379746835,0.772151899,0.775316456,0.756329114,0.585443038,0.907692308,0.433544304,0.124308002,0.273927393,0.493780096,0.648971033,0.665119226,0.3,0.19469131
386,3635,,-121.4298892,38.65446576,0.499556643,0.703822941,0.710848868,1,1,1,0.249778322,0.848101266,0.765822785,0.658227848,0.573717949,0.819620253,0.655063291,0.914556962,0.607594937,0.911392405,0.730769231,0.680379747,0.115752391,0.238723872,0.26850923,0.591499184,0.578500112,0.3,0.177449755
387,3578,,-121.4297497,38.64723354,0.579484219,0.739067941,0.74639193,1,1,1,0,0.848101266,0.765822785,0.658227848,0.573717949,0.819620253,0.655063291,0.914556962,0.607594937,0.911392405,0.730769231,0.680379747,0.115752391,0.238723872,0.324939807,0.620152569,0.598335322,0.3,0.186045771
388,3521,,-121.4296103,38.64000133,0.2406062,0.246079235,0.268057801,1,1,1,0.754743236,0.848101266,0.765822785,0.658227848,0.573717949,0.819620253,0.655063291,0.914556962,0.607594937,0.911392405,0.778021978,0.680379747,0.243583291,0.686468647,0,0.706982503,0.687231786,0.3,0.212094751
389,3520,,-121.4388562,38.63989191,0.23031499,0.238468481,0.270478697,1,1,1,0.739262168,0.848101266,0.765822785,0.658227848,0.573717949,0.819620253,0.655063291,0.914556962,0.607594937,0.911392405,0.88021978,0.680379747,0.270256668,0.214521452,0.728079856,0.746567635,0.743936184,0.3,0.22397029
391,3577,,-121.4389965,38.64712411,0.47266569,0.483288962,0.528502532,1,1,1,0.716965989,0.848101266,0.765822785,0.658227848,0.573717949,0.819620253,0.655063291,0.914556962,0.607594937,0.911392405,0.752747253,0.680379747,0.291897333,0.225522552,0.354384029,0.649948473,0.645217253,0.3,0.194984542
392,3466,,-121.4387159,38.63265972,0.274002244,0.283001023,0.312043767,1,1,1,0.869047034,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.947252747,0.889240506,0.209360845,0.295929593,0.570124398,0.735810324,0.739228486,0.3,0.220743097
394,3412,,-121.4385756,38.62542755,0.307722664,0.338993441,0.415274956,1,1,1,1.06199106,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.886813187,0.889240506,0.127830901,0.295929593,0.812399679,0.799100774,0.804757914,0.3,0.239730232
395,3358,,-121.4476785,38.6180853,0.125659761,0.144645603,0.154187317,1,1,1,0.424492681,0.901898734,0.705696203,0.60443038,0.650641026,0.737341772,0.674050633,0.882911392,0.803797468,0.974683544,0.828571429,0.889240506,0.186210367,0.421342134,0.39747191,0.705254847,0.692562139,0.3,0.211576454
396,3631,,-121.4668798,38.65402378,0.683119957,0.711272216,0.697660091,1,1,1,0,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.983516484,0.908227848,0.534474082,0.924092409,0.320826645,0.607449028,0.584723606,0.534474082,0.324665762
397,3574,,-121.4667367,38.6467916,0.481153823,0.518562624,0.520561222,1,1,1,0.240576911,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.983516484,0.908227848,0.534474082,0.924092409,0.826344302,0.676394585,0.665257697,0.534474082,0.361515375
398,3575,,-121.45749,38.64690314,0.047462683,0.088235541,0.177827608,1,1,1,0.313525832,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.983516484,0.908227848,0.534474082,0.924092409,0.904795345,0.693478459,0.684306502,0.534474082,0.370646263
400,3632,,-121.4576322,38.65413533,0.460639763,0.460647588,0.527560606,1,1,1,0.690965513,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.816483516,0.908227848,0.662304982,0.314631463,0.389195425,0.613036968,0.605654548,0.662304982,0.406017438
401,3576,,-121.4482433,38.64701398,0.054027446,0.065132988,0.081324335,1,1,1,0.200484768,0.936708861,0.905063291,0.772151899,0.666666667,0.85443038,0.731012658,0.629746835,0.278481013,0.420886076,0.991208791,0.908227848,0.352793156,0.683168317,0.339034912,0.621070966,0.602774072,0.352793156,0.219109586
402,3518,,-121.4573479,38.63967097,0.090516336,0.12286998,0.252720729,1,1,1,0.466107045,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.802197802,0.205696203,0.232511324,0.811881188,0,0.620669896,0.616432654,0.3,0.186200969
403,3517,,-121.4665937,38.63955944,0.522999537,0.552532312,0.540521772,1,1,1,0,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.802197802,0.205696203,0.232511324,0.811881188,0.2480939,0.580688036,0.575544004,0.3,0.174206411
404,3464,,-121.4572058,38.6324388,0.070884226,0.095099358,0.103505456,1,1,1,0.26948904,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.802197802,0.205696203,0.232511324,0.811881188,0.26850923,0.605062715,0.604723424,0.3,0.181518814
406,3519,,-121.448102,38.63978179,0.212780369,0.218014221,0.21924289,1,1,1,0.65003748,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.68021978,0.205696203,0.197785606,0.810781078,0.39065008,0.658049014,0.661397366,0.3,0.197414704
407,3465,,-121.4479608,38.63254962,0.098198809,0.113436345,0.13517988,1,1,1,0.346815034,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.515384615,0.205696203,0.227981882,0.342134213,0.447933387,0.580911868,0.582777226,0.3,0.17427356
408,3411,,-121.4478196,38.62531745,0.097725983,0.110349081,0.211670493,1,1,1,0.419745558,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.515384615,0.205696203,0.227981882,0.342134213,0.282102729,0.58889002,0.587242063,0.3,0.176667006
409,3410,,-121.4570637,38.62520665,0.14233653,0.150239684,0.23834611,1,1,1,0.530922324,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.896703297,0.205696203,0.237040765,0.220022002,0.441161717,0.626861385,0.638113274,0.3,0.188058415
410,3409,,-121.4663077,38.62509514,0.403778391,0.411783999,0.523378071,1,1,1,0.611671792,0.863924051,0.563291139,0.734177215,0.673076923,0.768987342,0.933544304,0.943037975,0.585443038,0.860759494,0.896703297,0.205696203,0.237040765,0.220022002,0.852979535,0.683020141,0.700592549,0.3,0.204906042
412,3357,,-121.4569216,38.61797451,0.055376509,0.065973832,0.093272337,1,1,1,0.214622678,0.984177215,0.768987342,0.446202532,0.753205128,0.901898734,0.901898734,0.96835443,0.977848101,0.977848101,0.996703297,0.977848101,0.334172119,0.496149615,0.79399077,0.782842566,0.780021799,0.334172119,0.261604159
413,3302,,-121.4660218,38.61063089,0.088708077,0.091325479,0.214882569,1,1,1,0.394916125,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.626373626,0.613924051,0.102667338,0.740374037,0.303872392,0.681139561,0.673230542,0.3,0.204341868
414,3248,,-121.4658789,38.60339879,0.032128594,0.059994279,0.088607726,1,1,1,0.180730598,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.626373626,0.613924051,0.102667338,0.740374037,0,0.64470308,0.627317886,0.3,0.193410924
415,3303,,-121.4567796,38.61074238,0.141743998,0.153977934,0.149170964,1,1,1,0.444892895,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.756043956,0.613924051,0.225465526,0.718371837,0.265900883,0.686971858,0.682170849,0.3,0.206091557
416,3305,,-121.4382951,38.61096324,0.205420026,0.258081639,0.380572525,1,1,1,0.84407419,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.869230769,0.613924051,0.104177151,0.697469747,0.270264848,0.710386641,0.716653611,0.3,0.213115992
417,3304,,-121.4475373,38.61085316,0.049979836,0.061731533,0.094660095,1,1,1,0.206371464,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.869230769,0.613924051,0.104177151,0.697469747,0,0.662004697,0.649728622,0.3,0.198601409
418,3250,,-121.4473962,38.60362103,0.160612419,0.18647919,0.189447681,1,1,1,0.536539291,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.913186813,0.613924051,0.486663312,0.97909791,0,0.662106848,0.659950525,0.486663312,0.322223111
419,3249,,-121.4566376,38.60351026,0.187567976,0.194717891,0.198136894,1,1,1,0.580422761,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.913186813,0.613924051,0.486663312,0.97909791,0.670044141,0.746150674,0.752824413,0.486663312,0.363124158
421,3193,,-121.4749763,38.59605453,0.301193468,0.339671058,0.311238255,1,1,1,0.952102781,0.816455696,0.522151899,0.477848101,0.78525641,0.594936709,0.791139241,0.89556962,0.971518987,0.898734177,0.913186813,0.613924051,0.486663312,0.97909791,0,0.721042219,0.72277382,0.486663312,0.350904794
422,3630,,-121.4761274,38.65391152,0.446049967,0.463462036,0.494870914,1,1,1,1.404382918,0.996835443,0.234177215,0.620253165,0.692307692,0.534810127,0.898734177,0.860759494,0.518987342,0.791139241,0.612087912,0.924050633,0.305988928,0.930693069,0,0.691595604,0.688530002,0.305988928,0.211620598
423,3516,,-121.4758395,38.6394472,0.223266813,0.236262494,0.357488151,1,1,1,0.817017457,0.996835443,0.234177215,0.620253165,0.692307692,0.534810127,0.898734177,0.860759494,0.518987342,0.791139241,0.612087912,0.924050633,0.305988928,0.930693069,0.229885634,0.674775288,0.66413048,0.305988928,0.206473767
424,3355,,-121.4754078,38.61775081,0.092701976,0.108870937,0.144504977,1,1,1,0.346077889,0.996835443,0.234177215,0.620253165,0.692307692,0.534810127,0.898734177,0.860759494,0.518987342,0.791139241,0.612087912,0.924050633,0.305988928,0.930693069,0.379012841,0.638641603,0.623797755,0.305988928,0.19541726
425,3301,,-121.4752639,38.6105187,0.023263915,0.049371626,0.064365079,1,1,1,0.13700062,0.996835443,0.234177215,0.620253165,0.692307692,0.534810127,0.898734177,0.860759494,0.518987342,0.791139241,0.894505495,0.924050633,0.117262204,0.563256326,0.32328451,0.622625423,0.610260588,0.3,0.186787627
